,teamName,teamId,year,offense,defense
366,Saint Francis - Pennsylv,187,2021,7.002104546162996,5.854614680030857
367,Saint Francis - Pennsylv,187,2022,8.428671657613686,5.829824125734383
368,Samford,188,2021,12.120418500063959,1.1945415947166602
369,Samford,188,2022,8.255108546004484,7.30141597491697
370,Sam Houston State,189,2021,10.333600201218825,6.641619083369848
371,Sam Houston State,189,2022,4.966459964788262,7.164464371728047
372,San Diego,190,2021,6.2533365611543665,5.414971926983365
373,San Diego,190,2022,8.971377880476775,4.959338015913482
374,San Diego State,191,2021,9.874328564610002,8.25500485656976
375,San Diego State,191,2022,9.110704861473714,6.682810726747632
376,San Jose State,192,2021,8.156331855701968,8.045899597194671
377,San Jose State,192,2022,9.480884515160255,6.629402115738506
378,South Alabama,193,2021,9.337078829826222,6.375793056670896
379,South Alabama,193,2022,10.102637119078222,8.60431869833868
380,South Carolina,194,2021,9.370706629009801,8.516819678963296
381,South Carolina,194,2022,10.543870587748556,7.53963988085852
382,South Carolina State,195,2021,8.083822161482454,5.184699051132294
383,South Carolina State,195,2022,6.9427236499445835,6.454172100137413
384,South Dakota,196,2021,9.380866928268,7.592645275834463
385,South Dakota,196,2022,7.1444423278256775,8.26003180568267
386,South Dakota State,197,2021,10.655285432947807,7.5446932813181045
387,South Dakota State,197,2022,8.506779990264862,6.768693348849803
388,Southeast Louisiana,198,2021,12.39098845797912,2.315869749890626
389,Southeast Louisiana,198,2022,7.7596779871885175,7.0066081876299915
390,Southeast Missouri State,199,2021,8.548778511616408,5.2894006979866734
391,Southeast Missouri State,199,2022,7.497675476855948,5.033094220267595
392,Southern California,200,2021,10.950523510670676,6.192788692408318
393,Southern California,200,2022,11.793956827301761,8.8696110195391
394,Southern,201,2021,8.082568252425654,3.576178659264147
395,Southern,201,2022,7.1304684218946175,5.259111761891557
396,Southern Illinois,202,2021,10.417268361251992,6.220111951382699
397,Southern Illinois,202,2022,7.215350053442109,4.370516362940756
398,Southern Methodist,203,2021,12.153318358457394,5.597257651070748
399,Southern Methodist,203,2022,11.382822277510302,8.682482289708165
400,Southern Mississippi,204,2021,6.827042390744223,8.524927054135892
401,Southern Mississippi,204,2022,10.105280669923502,7.191867369626412
402,Southern Utah,205,2021,8.00061449958096,4.80628548021738
403,Southern Utah,205,2022,7.637004287375685,5.949513429967317
404,South Florida,206,2021,9.638002197394693,6.107711823918776
405,South Florida,206,2022,9.199082848735172,6.274165812360965
406,Stanford,207,2021,9.11137435107707,7.653072390961892
407,Stanford,207,2022,10.335962828778587,7.334734653977618
408,Stephen F. Austin,208,2021,9.545689159925905,6.650969935797311
409,Stephen F. Austin,208,2022,7.286226664006429,4.7786607985080405
410,Stetson,209,2021,4.135306856654945,5.0963628233403515
411,Stetson,209,2022,7.694884091447714,5.613700341866554
412,Stony Brook,210,2021,7.649265940206843,7.1204398312437664
413,Stony Brook,210,2022,7.087491461921557,5.481167869724671
414,Syracuse,211,2021,10.186871623331145,7.2895340797853905
415,Syracuse,211,2022,10.930528201005124,8.800584955887674
416,Temple,212,2021,6.447503789206041,7.548626233513273
417,Temple,212,2022,8.896054692355781,6.775557421613811
418,Tennessee,213,2021,11.936619094584806,6.8392565537008325
419,Tennessee,213,2022,11.6431278831819,8.869021906797432
420,Tennessee - Chattanooga,214,2021,7.808120086107554,9.050865081162785
421,Tennessee - Chattanooga,214,2022,9.10811318904927,7.361967360433516
422,Tennessee - Martin,215,2021,9.182310077193828,6.012619362406056
423,Tennessee - Martin,215,2022,9.081484729701359,4.7662306572054325
424,Tennessee State,216,2021,6.622965230326693,6.258990624937834
425,Tennessee State,216,2022,7.15379221167665,4.8051469968881815
426,Tennessee Tech,217,2021,5.222742375667721,7.125709844055965
427,Tennessee Tech,217,2022,7.1362630404866305,6.79774888550881
428,Texas,218,2021,12.858575131906214,5.321082444340908
429,Texas,218,2022,11.471982727944212,8.773952189887265
430,Texas A&M,219,2021,9.869251937874486,9.809806837209967
431,Texas A&M,219,2022,7.75703149157575,8.254676676948323
432,Texas Christian,220,2021,11.099235777820699,5.784864217430579
433,Texas Christian,220,2022,11.106475942887636,8.51097422907907
434,Texas - El Paso,221,2021,9.468928892803486,6.454538367477678
435,Texas - El Paso,221,2022,8.31340175811774,6.216976098598283
436,Texas - San Antonio,222,2021,11.357501925555814,6.458381279986438
437,Texas - San Antonio,222,2022,11.473229150264165,5.060817534281384
438,Texas Southern,223,2021,9.344499919615622,2.045519237291374
439,Texas Southern,223,2022,7.805528732778411,4.191698234717425
440,Texas State - San Marcos,224,2021,9.372506436305335,5.213015500302093
441,Texas State - San Marcos,224,2022,9.158425308241625,6.742658489290586
442,Texas Tech,225,2021,11.294961956195142,6.501652646973012
443,Texas Tech,225,2022,10.540431578061426,7.8745959692988166
444,The Citadel,226,2021,8.199172049724364,4.803767521997289
445,The Citadel,226,2022,6.623139625658448,5.040005204057011
446,Toledo,227,2021,10.036314821126506,7.558368129044733
447,Toledo,227,2022,10.08300001077624,9.878555262937502
448,Towson,228,2021,7.55326847628529,6.6448446252867965
449,Towson,228,2022,7.814777652122617,5.839373812854898
450,Troy State,229,2021,8.922151554838832,6.964104092844049
451,Troy State,229,2022,8.989197071043582,6.667337781921422
452,Tulane,230,2021,9.972104821248548,6.492214320117891
453,Tulane,230,2022,10.562415147378756,8.446759523963511
454,Tulsa,231,2021,10.657106114560978,6.383099681657263
455,Tulsa,231,2022,10.11400927900257,5.226163835413646
456,Utah,232,2021,12.134340054013954,7.579634679673956
457,Utah,232,2022,12.737965877027454,7.802416589827183
458,Utah State,233,2021,10.705414485755286,7.372396449227333
459,Utah State,233,2022,7.844709675585164,5.081236478504324
460,Valparaiso,234,2021,7.798824432882934,2.9902495295694314
461,Valparaiso,234,2022,6.861019236127563,4.349495472564252
462,Vanderbilt,235,2021,7.817609699668659,7.4851993248971995
463,Vanderbilt,235,2022,10.92465036886634,8.010385023195266
464,Villanova,236,2021,9.003737953146867,8.209503363086503
465,Villanova,236,2022,9.334091385329835,6.999516689673947
466,Virginia,237,2021,11.603290347176264,6.239224923276788
